profile;month;day_type;interval;value_kwh_per_1m_kwh
H25;1;SA;00:00-00:15;22.152
H25;1;SA;00:15-00:30;20.809
H25;1;SA;00:30-00:45;19.757
H25;1;SA;00:45-01:00;18.889
H25;1;SA;01:00-01:15;18.217
H25;1;SA;01:15-01:30;17.53
H25;1;SA;01:30-01:45;16.988
H25;1;SA;01:45-02:00;16.399
H25;1;SA;02:00-02:15;16.199
H25;1;SA;02:15-02:30;15.893
H25;1;SA;02:30-02:45;15.66
H25;1;SA;02:45-03:00;15.442
H25;1;SA;03:00-03:15;15.398
H25;1;SA;03:15-03:30;15.219
H25;1;SA;03:30-03:45;15.102
H25;1;SA;03:45-04:00;15.029
H25;1;SA;04:00-04:15;15.19
H25;1;SA;04:15-04:30;15.066
H25;1;SA;04:30-04:45;15.097
H25;1;SA;04:45-05:00;15.312
H25;1;SA;05:00-05:15;15.366
H25;1;SA;05:15-05:30;15.192
H25;1;SA;05:30-05:45;15.338
H25;1;SA;05:45-06:00;15.819
H25;1;SA;06:00-06:15;16.806
H25;1;SA;06:15-06:30;17.632
H25;1;SA;06:30-06:45;18.582
H25;1;SA;06:45-07:00;19.477
H25;1;SA;07:00-07:15;21.015
H25;1;SA;07:15-07:30;22.34
H25;1;SA;07:30-07:45;23.947
H25;1;SA;07:45-08:00;25.491
H25;1;SA;08:00-08:15;26.837
H25;1;SA;08:15-08:30;28.317
H25;1;SA;08:30-08:45;29.179
H25;1;SA;08:45-09:00;30.038
H25;1;SA;09:00-09:15;30.834
H25;1;SA;09:15-09:30;31.737
H25;1;SA;09:30-09:45;32.301
H25;1;SA;09:45-10:00;32.771
H25;1;SA;10:00-10:15;33.451
H25;1;SA;10:15-10:30;34.172
H25;1;SA;10:30-10:45;34.721
H25;1;SA;10:45-11:00;35.472
H25;1;SA;11:00-11:15;36.638
H25;1;SA;11:15-11:30;37.602
H25;1;SA;11:30-11:45;38.463
H25;1;SA;11:45-12:00;38.883
H25;1;SA;12:00-12:15;38.394
H25;1;SA;12:15-12:30;37.981
H25;1;SA;12:30-12:45;37.549
H25;1;SA;12:45-13:00;37.194
H25;1;SA;13:00-13:15;36.759
H25;1;SA;13:15-13:30;36.299
H25;1;SA;13:30-13:45;36.095
H25;1;SA;13:45-14:00;35.686
H25;1;SA;14:00-14:15;35.325
H25;1;SA;14:15-14:30;35.331
H25;1;SA;14:30-14:45;35.305
H25;1;SA;14:45-15:00;35.132
H25;1;SA;15:00-15:15;35.158
H25;1;SA;15:15-15:30;35.179
H25;1;SA;15:30-15:45;35.203
H25;1;SA;15:45-16:00;35.45
H25;1;SA;16:00-16:15;36.116
H25;1;SA;16:15-16:30;36.902
H25;1;SA;16:30-16:45;37.761
H25;1;SA;16:45-17:00;38.927
H25;1;SA;17:00-17:15;40.646
H25;1;SA;17:15-17:30;42.11
H25;1;SA;17:30-17:45;43.119
H25;1;SA;17:45-18:00;43.955
H25;1;SA;18:00-18:15;44.419
H25;1;SA;18:15-18:30;44.443
H25;1;SA;18:30-18:45;44.085
H25;1;SA;18:45-19:00;43.524
H25;1;SA;19:00-19:15;42.928
H25;1;SA;19:15-19:30;42.06
H25;1;SA;19:30-19:45;41.173
H25;1;SA;19:45-20:00;40.164
H25;1;SA;20:00-20:15;39.182
H25;1;SA;20:15-20:30;37.781
H25;1;SA;20:30-20:45;36.282
H25;1;SA;20:45-21:00;35.381
H25;1;SA;21:00-21:15;34.692
H25;1;SA;21:15-21:30;33.815
H25;1;SA;21:30-21:45;32.837
H25;1;SA;21:45-22:00;32.768
H25;1;SA;22:00-22:15;32.678
H25;1;SA;22:15-22:30;31.368
H25;1;SA;22:30-22:45;30.28
H25;1;SA;22:45-23:00;28.952
H25;1;SA;23:00-23:15;27.554
H25;1;SA;23:15-23:30;26.256
H25;1;SA;23:30-23:45;25.052
H25;1;SA;23:45-00:00;23.942
H25;1;FT;00:00-00:15;23.148
H25;1;FT;00:15-00:30;21.985
H25;1;FT;00:30-00:45;21.147
H25;1;FT;00:45-01:00;20.385
H25;1;FT;01:00-01:15;19.65
H25;1;FT;01:15-01:30;18.998
H25;1;FT;01:30-01:45;18.366
H25;1;FT;01:45-02:00;17.667
H25;1;FT;02:00-02:15;17.458
H25;1;FT;02:15-02:30;17.009
H25;1;FT;02:30-02:45;16.678
H25;1;FT;02:45-03:00;16.363
H25;1;FT;03:00-03:15;16.273
H25;1;FT;03:15-03:30;16.054
H25;1;FT;03:30-03:45;15.836
H25;1;FT;03:45-04:00;15.633
H25;1;FT;04:00-04:15;15.587
H25;1;FT;04:15-04:30;15.41
H25;1;FT;04:30-04:45;15.451
H25;1;FT;04:45-05:00;15.711
H25;1;FT;05:00-05:15;15.734
H25;1;FT;05:15-05:30;15.488
H25;1;FT;05:30-05:45;15.586
H25;1;FT;05:45-06:00;15.829
H25;1;FT;06:00-06:15;16.479
H25;1;FT;06:15-06:30;17.096
H25;1;FT;06:30-06:45;17.725
H25;1;FT;06:45-07:00;18.318
H25;1;FT;07:00-07:15;19.524
H25;1;FT;07:15-07:30;20.477
H25;1;FT;07:30-07:45;21.807
H25;1;FT;07:45-08:00;23.378
H25;1;FT;08:00-08:15;24.845
H25;1;FT;08:15-08:30;26.51
H25;1;FT;08:30-08:45;27.711
H25;1;FT;08:45-09:00;29.097
H25;1;FT;09:00-09:15;30.411
H25;1;FT;09:15-09:30;31.831
H25;1;FT;09:30-09:45;33.055
H25;1;FT;09:45-10:00;34.138
H25;1;FT;10:00-10:15;35.27
H25;1;FT;10:15-10:30;36.411
H25;1;FT;10:30-10:45;37.509
H25;1;FT;10:45-11:00;38.639
H25;1;FT;11:00-11:15;40.229
H25;1;FT;11:15-11:30;41.956
H25;1;FT;11:30-11:45;43.102
H25;1;FT;11:45-12:00;43.267
H25;1;FT;12:00-12:15;42.412
H25;1;FT;12:15-12:30;41.629
H25;1;FT;12:30-12:45;40.929
H25;1;FT;12:45-13:00;40.234
H25;1;FT;13:00-13:15;39.285
H25;1;FT;13:15-13:30;38.454
H25;1;FT;13:30-13:45;37.916
H25;1;FT;13:45-14:00;37.256
H25;1;FT;14:00-14:15;36.62
H25;1;FT;14:15-14:30;36.248
H25;1;FT;14:30-14:45;35.975
H25;1;FT;14:45-15:00;35.742
H25;1;FT;15:00-15:15;35.661
H25;1;FT;15:15-15:30;35.535
H25;1;FT;15:30-15:45;35.443
H25;1;FT;15:45-16:00;35.51
H25;1;FT;16:00-16:15;35.971
H25;1;FT;16:15-16:30;36.601
H25;1;FT;16:30-16:45;37.744
H25;1;FT;16:45-17:00;39.18
H25;1;FT;17:00-17:15;41.049
H25;1;FT;17:15-17:30;42.745
H25;1;FT;17:30-17:45;43.824
H25;1;FT;17:45-18:00;44.772
H25;1;FT;18:00-18:15;45.425
H25;1;FT;18:15-18:30;45.408
H25;1;FT;18:30-18:45;44.996
H25;1;FT;18:45-19:00;44.516
H25;1;FT;19:00-19:15;43.908
H25;1;FT;19:15-19:30;43.029
H25;1;FT;19:30-19:45;42.104
H25;1;FT;19:45-20:00;41.284
H25;1;FT;20:00-20:15;40.326
H25;1;FT;20:15-20:30;38.78
H25;1;FT;20:30-20:45;37.117
H25;1;FT;20:45-21:00;35.866
H25;1;FT;21:00-21:15;34.922
H25;1;FT;21:15-21:30;33.772
H25;1;FT;21:30-21:45;32.722
H25;1;FT;21:45-22:00;32.514
H25;1;FT;22:00-22:15;31.952
H25;1;FT;22:15-22:30;30.218
H25;1;FT;22:30-22:45;28.724
H25;1;FT;22:45-23:00;27.29
H25;1;FT;23:00-23:15;25.946
H25;1;FT;23:15-23:30;24.485
H25;1;FT;23:30-23:45;23.093
H25;1;FT;23:45-00:00;21.67
H25;1;WT;00:00-00:15;20.126
H25;1;WT;00:15-00:30;18.915
H25;1;WT;00:30-00:45;17.959
H25;1;WT;00:45-01:00;17.202
H25;1;WT;01:00-01:15;16.612
H25;1;WT;01:15-01:30;16.077
H25;1;WT;01:30-01:45;15.796
H25;1;WT;01:45-02:00;15.3
H25;1;WT;02:00-02:15;15.287
H25;1;WT;02:15-02:30;15.143
H25;1;WT;02:30-02:45;15.025
H25;1;WT;02:45-03:00;14.934
H25;1;WT;03:00-03:15;15.018
H25;1;WT;03:15-03:30;14.938
H25;1;WT;03:30-03:45;14.943
H25;1;WT;03:45-04:00;14.958
H25;1;WT;04:00-04:15;15.216
H25;1;WT;04:15-04:30;15.368
H25;1;WT;04:30-04:45;15.674
H25;1;WT;04:45-05:00;16.221
H25;1;WT;05:00-05:15;16.82
H25;1;WT;05:15-05:30;17.16
H25;1;WT;05:30-05:45;18.039
H25;1;WT;05:45-06:00;19.089
H25;1;WT;06:00-06:15;20.971
H25;1;WT;06:15-06:30;22.609
H25;1;WT;06:30-06:45;23.816
H25;1;WT;06:45-07:00;24.573
H25;1;WT;07:00-07:15;25.042
H25;1;WT;07:15-07:30;25.241
H25;1;WT;07:30-07:45;25.078
H25;1;WT;07:45-08:00;24.63
H25;1;WT;08:00-08:15;23.976
H25;1;WT;08:15-08:30;23.848
H25;1;WT;08:30-08:45;23.238
H25;1;WT;08:45-09:00;22.944
H25;1;WT;09:00-09:15;22.673
H25;1;WT;09:15-09:30;22.767
H25;1;WT;09:30-09:45;22.682
H25;1;WT;09:45-10:00;22.658
H25;1;WT;10:00-10:15;22.558
H25;1;WT;10:15-10:30;22.69
H25;1;WT;10:30-10:45;22.964
H25;1;WT;10:45-11:00;23.42
H25;1;WT;11:00-11:15;24.061
H25;1;WT;11:15-11:30;24.863
H25;1;WT;11:30-11:45;25.576
H25;1;WT;11:45-12:00;25.998
H25;1;WT;12:00-12:15;26.174
H25;1;WT;12:15-12:30;26.229
H25;1;WT;12:30-12:45;26.313
H25;1;WT;12:45-13:00;26.255
H25;1;WT;13:00-13:15;26.138
H25;1;WT;13:15-13:30;26.006
H25;1;WT;13:30-13:45;26.094
H25;1;WT;13:45-14:00;25.821
H25;1;WT;14:00-14:15;25.455
H25;1;WT;14:15-14:30;25.443
H25;1;WT;14:30-14:45;25.311
H25;1;WT;14:45-15:00;25.408
H25;1;WT;15:00-15:15;25.858
H25;1;WT;15:15-15:30;25.975
H25;1;WT;15:30-15:45;26.285
H25;1;WT;15:45-16:00;26.865
H25;1;WT;16:00-16:15;28.065
H25;1;WT;16:15-16:30;29.198
H25;1;WT;16:30-16:45;30.509
H25;1;WT;16:45-17:00;32.156
H25;1;WT;17:00-17:15;34.769
H25;1;WT;17:15-17:30;36.779
H25;1;WT;17:30-17:45;38.382
H25;1;WT;17:45-18:00;39.899
H25;1;WT;18:00-18:15;40.96
H25;1;WT;18:15-18:30;41.542
H25;1;WT;18:30-18:45;41.918
H25;1;WT;18:45-19:00;42.12
H25;1;WT;19:00-19:15;41.957
H25;1;WT;19:15-19:30;41.543
H25;1;WT;19:30-19:45;41.007
H25;1;WT;19:45-20:00;40.382
H25;1;WT;20:00-20:15;39.532
H25;1;WT;20:15-20:30;38.319
H25;1;WT;20:30-20:45;36.864
H25;1;WT;20:45-21:00;35.746
H25;1;WT;21:00-21:15;34.904
H25;1;WT;21:15-21:30;33.979
H25;1;WT;21:30-21:45;32.907
H25;1;WT;21:45-22:00;32.539
H25;1;WT;22:00-22:15;32.068
H25;1;WT;22:15-22:30;30.435
H25;1;WT;22:30-22:45;28.895
H25;1;WT;22:45-23:00;27.388
H25;1;WT;23:00-23:15;26.006
H25;1;WT;23:15-23:30;24.477
H25;1;WT;23:30-23:45;23.115
H25;1;WT;23:45-00:00;21.764
H25;2;SA;00:00-00:15;22.247
H25;2;SA;00:15-00:30;20.913
H25;2;SA;00:30-00:45;20.014
H25;2;SA;00:45-01:00;19.23
H25;2;SA;01:00-01:15;18.547
H25;2;SA;01:15-01:30;17.91
H25;2;SA;01:30-01:45;17.457
H25;2;SA;01:45-02:00;16.879
H25;2;SA;02:00-02:15;16.723
H25;2;SA;02:15-02:30;16.461
H25;2;SA;02:30-02:45;16.292
H25;2;SA;02:45-03:00;16.124
H25;2;SA;03:00-03:15;16.131
H25;2;SA;03:15-03:30;16.001
H25;2;SA;03:30-03:45;15.955
H25;2;SA;03:45-04:00;15.896
H25;2;SA;04:00-04:15;16.055
H25;2;SA;04:15-04:30;16
H25;2;SA;04:30-04:45;16.029
H25;2;SA;04:45-05:00;16.319
H25;2;SA;05:00-05:15;16.316
H25;2;SA;05:15-05:30;16.189
H25;2;SA;05:30-05:45;16.318
H25;2;SA;05:45-06:00;16.83
H25;2;SA;06:00-06:15;17.853
H25;2;SA;06:15-06:30;18.696
H25;2;SA;06:30-06:45;19.843
H25;2;SA;06:45-07:00;20.779
H25;2;SA;07:00-07:15;22.409
H25;2;SA;07:15-07:30;23.933
H25;2;SA;07:30-07:45;25.589
H25;2;SA;07:45-08:00;27.305
H25;2;SA;08:00-08:15;28.918
H25;2;SA;08:15-08:30;30.249
H25;2;SA;08:30-08:45;30.952
H25;2;SA;08:45-09:00;31.521
H25;2;SA;09:00-09:15;32.089
H25;2;SA;09:15-09:30;32.844
H25;2;SA;09:30-09:45;33.29
H25;2;SA;09:45-10:00;33.821
H25;2;SA;10:00-10:15;34.244
H25;2;SA;10:15-10:30;34.756
H25;2;SA;10:30-10:45;35.179
H25;2;SA;10:45-11:00;35.682
H25;2;SA;11:00-11:15;36.633
H25;2;SA;11:15-11:30;37.44
H25;2;SA;11:30-11:45;38.26
H25;2;SA;11:45-12:00;38.45
H25;2;SA;12:00-12:15;37.755
H25;2;SA;12:15-12:30;37.162
H25;2;SA;12:30-12:45;36.506
H25;2;SA;12:45-13:00;35.998
H25;2;SA;13:00-13:15;35.484
H25;2;SA;13:15-13:30;35.145
H25;2;SA;13:30-13:45;34.935
H25;2;SA;13:45-14:00;34.301
H25;2;SA;14:00-14:15;33.945
H25;2;SA;14:15-14:30;33.714
H25;2;SA;14:30-14:45;33.627
H25;2;SA;14:45-15:00;33.553
H25;2;SA;15:00-15:15;33.571
H25;2;SA;15:15-15:30;33.669
H25;2;SA;15:30-15:45;33.588
H25;2;SA;15:45-16:00;33.535
H25;2;SA;16:00-16:15;33.829
H25;2;SA;16:15-16:30;34.278
H25;2;SA;16:30-16:45;34.786
H25;2;SA;16:45-17:00;35.537
H25;2;SA;17:00-17:15;36.862
H25;2;SA;17:15-17:30;38.272
H25;2;SA;17:30-17:45;39.983
H25;2;SA;17:45-18:00;41.944
H25;2;SA;18:00-18:15;43.379
H25;2;SA;18:15-18:30;44.369
H25;2;SA;18:30-18:45;44.427
H25;2;SA;18:45-19:00;43.993
H25;2;SA;19:00-19:15;43.492
H25;2;SA;19:15-19:30;42.616
H25;2;SA;19:30-19:45;41.705
H25;2;SA;19:45-20:00;40.702
H25;2;SA;20:00-20:15;39.696
H25;2;SA;20:15-20:30;38.354
H25;2;SA;20:30-20:45;36.831
H25;2;SA;20:45-21:00;35.855
H25;2;SA;21:00-21:15;35.117
H25;2;SA;21:15-21:30;34.242
H25;2;SA;21:30-21:45;33.268
H25;2;SA;21:45-22:00;33.073
H25;2;SA;22:00-22:15;32.964
H25;2;SA;22:15-22:30;31.638
H25;2;SA;22:30-22:45;30.534
H25;2;SA;22:45-23:00;29.122
H25;2;SA;23:00-23:15;27.753
H25;2;SA;23:15-23:30;26.461
H25;2;SA;23:30-23:45;25.252
H25;2;SA;23:45-00:00;24.174
H25;2;FT;00:00-00:15;23.03
H25;2;FT;00:15-00:30;21.688
H25;2;FT;00:30-00:45;20.821
H25;2;FT;00:45-01:00;20.06
H25;2;FT;01:00-01:15;19.356
H25;2;FT;01:15-01:30;18.708
H25;2;FT;01:30-01:45;18.112
H25;2;FT;01:45-02:00;17.474
H25;2;FT;02:00-02:15;17.413
H25;2;FT;02:15-02:30;17.088
H25;2;FT;02:30-02:45;16.829
H25;2;FT;02:45-03:00;16.648
H25;2;FT;03:00-03:15;16.613
H25;2;FT;03:15-03:30;16.487
H25;2;FT;03:30-03:45;16.328
H25;2;FT;03:45-04:00;16.214
H25;2;FT;04:00-04:15;16.231
H25;2;FT;04:15-04:30;16.08
H25;2;FT;04:30-04:45;16.161
H25;2;FT;04:45-05:00;16.556
H25;2;FT;05:00-05:15;16.616
H25;2;FT;05:15-05:30;16.403
H25;2;FT;05:30-05:45;16.554
H25;2;FT;05:45-06:00;16.878
H25;2;FT;06:00-06:15;17.584
H25;2;FT;06:15-06:30;18.324
H25;2;FT;06:30-06:45;19.174
H25;2;FT;06:45-07:00;19.951
H25;2;FT;07:00-07:15;21.397
H25;2;FT;07:15-07:30;22.701
H25;2;FT;07:30-07:45;24.679
H25;2;FT;07:45-08:00;26.66
H25;2;FT;08:00-08:15;28.564
H25;2;FT;08:15-08:30;30.392
H25;2;FT;08:30-08:45;31.606
H25;2;FT;08:45-09:00;32.882
H25;2;FT;09:00-09:15;34.004
H25;2;FT;09:15-09:30;35.386
H25;2;FT;09:30-09:45;36.527
H25;2;FT;09:45-10:00;37.512
H25;2;FT;10:00-10:15;38.359
H25;2;FT;10:15-10:30;39.382
H25;2;FT;10:30-10:45;40.243
H25;2;FT;10:45-11:00;41.256
H25;2;FT;11:00-11:15;42.744
H25;2;FT;11:15-11:30;44.122
H25;2;FT;11:30-11:45;44.96
H25;2;FT;11:45-12:00;44.797
H25;2;FT;12:00-12:15;43.398
H25;2;FT;12:15-12:30;42.366
H25;2;FT;12:30-12:45;41.088
H25;2;FT;12:45-13:00;39.928
H25;2;FT;13:00-13:15;38.624
H25;2;FT;13:15-13:30;37.744
H25;2;FT;13:30-13:45;37.059
H25;2;FT;13:45-14:00;36.247
H25;2;FT;14:00-14:15;35.544
H25;2;FT;14:15-14:30;35.033
H25;2;FT;14:30-14:45;34.699
H25;2;FT;14:45-15:00;34.295
H25;2;FT;15:00-15:15;34.063
H25;2;FT;15:15-15:30;33.785
H25;2;FT;15:30-15:45;33.547
H25;2;FT;15:45-16:00;33.457
H25;2;FT;16:00-16:15;33.589
H25;2;FT;16:15-16:30;33.93
H25;2;FT;16:30-16:45;34.605
H25;2;FT;16:45-17:00;35.583
H25;2;FT;17:00-17:15;36.984
H25;2;FT;17:15-17:30;38.764
H25;2;FT;17:30-17:45;40.531
H25;2;FT;17:45-18:00;42.578
H25;2;FT;18:00-18:15;44.502
H25;2;FT;18:15-18:30;45.56
H25;2;FT;18:30-18:45;45.793
H25;2;FT;18:45-19:00;45.703
H25;2;FT;19:00-19:15;44.974
H25;2;FT;19:15-19:30;44.086
H25;2;FT;19:30-19:45;43.093
H25;2;FT;19:45-20:00;42.191
H25;2;FT;20:00-20:15;41.22
H25;2;FT;20:15-20:30;39.523
H25;2;FT;20:30-20:45;37.758
H25;2;FT;20:45-21:00;36.342
H25;2;FT;21:00-21:15;35.355
H25;2;FT;21:15-21:30;34.186
H25;2;FT;21:30-21:45;33.043
H25;2;FT;21:45-22:00;32.766
H25;2;FT;22:00-22:15;32.038
H25;2;FT;22:15-22:30;30.273
H25;2;FT;22:30-22:45;28.667
H25;2;FT;22:45-23:00;27.192
H25;2;FT;23:00-23:15;25.939
H25;2;FT;23:15-23:30;24.435
H25;2;FT;23:30-23:45;23.081
H25;2;FT;23:45-00:00;21.763
H25;2;WT;00:00-00:15;20.279
H25;2;WT;00:15-00:30;19.097
H25;2;WT;00:30-00:45;18.22
H25;2;WT;00:45-01:00;17.504
H25;2;WT;01:00-01:15;16.932
H25;2;WT;01:15-01:30;16.422
H25;2;WT;01:30-01:45;16.191
H25;2;WT;01:45-02:00;15.718
H25;2;WT;02:00-02:15;15.76
H25;2;WT;02:15-02:30;15.624
H25;2;WT;02:30-02:45;15.535
H25;2;WT;02:45-03:00;15.471
H25;2;WT;03:00-03:15;15.553
H25;2;WT;03:15-03:30;15.497
H25;2;WT;03:30-03:45;15.522
H25;2;WT;03:45-04:00;15.558
H25;2;WT;04:00-04:15;15.845
H25;2;WT;04:15-04:30;16.032
H25;2;WT;04:30-04:45;16.342
H25;2;WT;04:45-05:00;16.951
H25;2;WT;05:00-05:15;17.561
H25;2;WT;05:15-05:30;17.922
H25;2;WT;05:30-05:45;18.82
H25;2;WT;05:45-06:00;19.93
H25;2;WT;06:00-06:15;21.877
H25;2;WT;06:15-06:30;23.571
H25;2;WT;06:30-06:45;24.854
H25;2;WT;06:45-07:00;25.612
H25;2;WT;07:00-07:15;25.863
H25;2;WT;07:15-07:30;25.844
H25;2;WT;07:30-07:45;25.419
H25;2;WT;07:45-08:00;24.933
H25;2;WT;08:00-08:15;24.316
H25;2;WT;08:15-08:30;24.111
H25;2;WT;08:30-08:45;23.498
H25;2;WT;08:45-09:00;23.083
H25;2;WT;09:00-09:15;22.81
H25;2;WT;09:15-09:30;22.818
H25;2;WT;09:30-09:45;22.707
H25;2;WT;09:45-10:00;22.608
H25;2;WT;10:00-10:15;22.388
H25;2;WT;10:15-10:30;22.336
H25;2;WT;10:30-10:45;22.572
H25;2;WT;10:45-11:00;22.887
H25;2;WT;11:00-11:15;23.652
H25;2;WT;11:15-11:30;24.321
H25;2;WT;11:30-11:45;24.965
H25;2;WT;11:45-12:00;25.326
H25;2;WT;12:00-12:15;25.36
H25;2;WT;12:15-12:30;25.319
H25;2;WT;12:30-12:45;25.225
H25;2;WT;12:45-13:00;25.073
H25;2;WT;13:00-13:15;24.856
H25;2;WT;13:15-13:30;24.774
H25;2;WT;13:30-13:45;24.732
H25;2;WT;13:45-14:00;24.425
H25;2;WT;14:00-14:15;23.98
H25;2;WT;14:15-14:30;23.892
H25;2;WT;14:30-14:45;23.777
H25;2;WT;14:45-15:00;23.886
H25;2;WT;15:00-15:15;24.258
H25;2;WT;15:15-15:30;24.312
H25;2;WT;15:30-15:45;24.493
H25;2;WT;15:45-16:00;24.876
H25;2;WT;16:00-16:15;25.8
H25;2;WT;16:15-16:30;26.565
H25;2;WT;16:30-16:45;27.47
H25;2;WT;16:45-17:00;28.652
H25;2;WT;17:00-17:15;30.62
H25;2;WT;17:15-17:30;32.488
H25;2;WT;17:30-17:45;34.477
H25;2;WT;17:45-18:00;37.045
H25;2;WT;18:00-18:15;39.35
H25;2;WT;18:15-18:30;41.044
H25;2;WT;18:30-18:45;42.029
H25;2;WT;18:45-19:00;42.586
H25;2;WT;19:00-19:15;42.553
H25;2;WT;19:15-19:30;42.234
H25;2;WT;19:30-19:45;41.657
H25;2;WT;19:45-20:00;41.109
H25;2;WT;20:00-20:15;40.168
H25;2;WT;20:15-20:30;38.885
H25;2;WT;20:30-20:45;37.418
H25;2;WT;20:45-21:00;36.209
H25;2;WT;21:00-21:15;35.244
H25;2;WT;21:15-21:30;34.247
H25;2;WT;21:30-21:45;33.175
H25;2;WT;21:45-22:00;32.739
H25;2;WT;22:00-22:15;32.112
H25;2;WT;22:15-22:30;30.464
H25;2;WT;22:30-22:45;28.938
H25;2;WT;22:45-23:00;27.413
H25;2;WT;23:00-23:15;26.162
H25;2;WT;23:15-23:30;24.601
H25;2;WT;23:30-23:45;23.238
H25;2;WT;23:45-00:00;21.929
H25;3;SA;00:00-00:15;21.857
H25;3;SA;00:15-00:30;20.478
H25;3;SA;00:30-00:45;19.823
H25;3;SA;00:45-01:00;19.045
H25;3;SA;01:00-01:15;18.327
H25;3;SA;01:15-01:30;17.756
H25;3;SA;01:30-01:45;17.345
H25;3;SA;01:45-02:00;16.779
H25;3;SA;02:00-02:15;16.666
H25;3;SA;02:15-02:30;16.478
H25;3;SA;02:30-02:45;16.298
H25;3;SA;02:45-03:00;16.168
H25;3;SA;03:00-03:15;16.091
H25;3;SA;03:15-03:30;15.982
H25;3;SA;03:30-03:45;15.955
H25;3;SA;03:45-04:00;15.956
H25;3;SA;04:00-04:15;16.19
H25;3;SA;04:15-04:30;16.138
H25;3;SA;04:30-04:45;16.197
H25;3;SA;04:45-05:00;16.568
H25;3;SA;05:00-05:15;16.721
H25;3;SA;05:15-05:30;16.622
H25;3;SA;05:30-05:45;16.762
H25;3;SA;05:45-06:00;17.166
H25;3;SA;06:00-06:15;17.95
H25;3;SA;06:15-06:30;18.81
H25;3;SA;06:30-06:45;19.834
H25;3;SA;06:45-07:00;20.989
H25;3;SA;07:00-07:15;22.627
H25;3;SA;07:15-07:30;24.247
H25;3;SA;07:30-07:45;26.004
H25;3;SA;07:45-08:00;27.54
H25;3;SA;08:00-08:15;28.823
H25;3;SA;08:15-08:30;30.124
H25;3;SA;08:30-08:45;30.695
H25;3;SA;08:45-09:00;31.286
H25;3;SA;09:00-09:15;31.79
H25;3;SA;09:15-09:30;32.64
H25;3;SA;09:30-09:45;33.089
H25;3;SA;09:45-10:00;33.288
H25;3;SA;10:00-10:15;33.705
H25;3;SA;10:15-10:30;34.057
H25;3;SA;10:30-10:45;34.442
H25;3;SA;10:45-11:00;34.851
H25;3;SA;11:00-11:15;35.729
H25;3;SA;11:15-11:30;36.587
H25;3;SA;11:30-11:45;37.214
H25;3;SA;11:45-12:00;37.335
H25;3;SA;12:00-12:15;36.653
H25;3;SA;12:15-12:30;36.222
H25;3;SA;12:30-12:45;35.667
H25;3;SA;12:45-13:00;35.196
H25;3;SA;13:00-13:15;34.617
H25;3;SA;13:15-13:30;34.244
H25;3;SA;13:30-13:45;33.954
H25;3;SA;13:45-14:00;33.574
H25;3;SA;14:00-14:15;33.224
H25;3;SA;14:15-14:30;33.13
H25;3;SA;14:30-14:45;32.966
H25;3;SA;14:45-15:00;32.857
H25;3;SA;15:00-15:15;32.689
H25;3;SA;15:15-15:30;32.742
H25;3;SA;15:30-15:45;32.581
H25;3;SA;15:45-16:00;32.454
H25;3;SA;16:00-16:15;32.693
H25;3;SA;16:15-16:30;32.979
H25;3;SA;16:30-16:45;33.301
H25;3;SA;16:45-17:00;33.648
H25;3;SA;17:00-17:15;34.49
H25;3;SA;17:15-17:30;35.337
H25;3;SA;17:30-17:45;36.436
H25;3;SA;17:45-18:00;37.736
H25;3;SA;18:00-18:15;38.934
H25;3;SA;18:15-18:30;40.254
H25;3;SA;18:30-18:45;41.204
H25;3;SA;18:45-19:00;41.89
H25;3;SA;19:00-19:15;42.239
H25;3;SA;19:15-19:30;42.028
H25;3;SA;19:30-19:45;41.44
H25;3;SA;19:45-20:00;40.437
H25;3;SA;20:00-20:15;39.563
H25;3;SA;20:15-20:30;38.353
H25;3;SA;20:30-20:45;36.905
H25;3;SA;20:45-21:00;35.629
H25;3;SA;21:00-21:15;34.92
H25;3;SA;21:15-21:30;33.978
H25;3;SA;21:30-21:45;33.028
H25;3;SA;21:45-22:00;32.742
H25;3;SA;22:00-22:15;32.676
H25;3;SA;22:15-22:30;31.351
H25;3;SA;22:30-22:45;30.102
H25;3;SA;22:45-23:00;28.66
H25;3;SA;23:00-23:15;27.359
H25;3;SA;23:15-23:30;26.105
H25;3;SA;23:30-23:45;24.968
H25;3;SA;23:45-00:00;23.698
H25;3;FT;00:00-00:15;22.709
H25;3;FT;00:15-00:30;21.426
H25;3;FT;00:30-00:45;20.51
H25;3;FT;00:45-01:00;19.732
H25;3;FT;01:00-01:15;19.004
H25;3;FT;01:15-01:30;18.37
H25;3;FT;01:30-01:45;18.181
H25;3;FT;01:45-02:00;17.623
H25;3;FT;02:00-02:15;17.53
H25;3;FT;02:15-02:30;17.198
H25;3;FT;02:30-02:45;16.965
H25;3;FT;02:45-03:00;16.669
H25;3;FT;03:00-03:15;16.773
H25;3;FT;03:15-03:30;16.595
H25;3;FT;03:30-03:45;16.426
H25;3;FT;03:45-04:00;16.307
H25;3;FT;04:00-04:15;16.307
H25;3;FT;04:15-04:30;16.241
H25;3;FT;04:30-04:45;16.349
H25;3;FT;04:45-05:00;16.721
H25;3;FT;05:00-05:15;16.902
H25;3;FT;05:15-05:30;16.703
H25;3;FT;05:30-05:45;16.892
H25;3;FT;05:45-06:00;17.312
H25;3;FT;06:00-06:15;17.726
H25;3;FT;06:15-06:30;18.334
