profile;month;day_type;interval;value_kwh_per_1m_kwh
L25;1;SA;18:00-18:15;41.6
L25;1;SA;18:15-18:30;45.85
L25;1;SA;18:30-18:45;49.75
L25;1;SA;18:45-19:00;53.025
L25;1;SA;19:00-19:15;55.375
L25;1;SA;19:15-19:30;56.55
L25;1;SA;19:30-19:45;56.225
L25;1;SA;19:45-20:00;54.2
L25;1;SA;20:00-20:15;50.325
L25;1;SA;20:15-20:30;45.325
L25;1;SA;20:30-20:45;40.075
L25;1;SA;20:45-21:00;35.425
L25;1;SA;21:00-21:15;32.075
L25;1;SA;21:15-21:30;29.825
L25;1;SA;21:30-21:45;28.3
L25;1;SA;21:45-22:00;27.1
L25;1;SA;22:00-22:15;25.925
L25;1;SA;22:15-22:30;24.7
L25;1;SA;22:30-22:45;23.475
L25;1;SA;22:45-23:00;22.225
L25;1;SA;23:00-23:15;21
L25;1;SA;23:15-23:30;19.825
L25;1;SA;23:30-23:45;18.75
L25;1;SA;23:45-00:00;17.825
L25;1;FT;00:00-00:15;17.075
L25;1;FT;00:15-00:30;16.5
L25;1;FT;00:30-00:45;16.075
L25;1;FT;00:45-01:00;15.75
L25;1;FT;01:00-01:15;15.525
L25;1;FT;01:15-01:30;15.35
L25;1;FT;01:30-01:45;15.2
L25;1;FT;01:45-02:00;15.05
L25;1;FT;02:00-02:15;14.875
L25;1;FT;02:15-02:30;14.7
L25;1;FT;02:30-02:45;14.5
L25;1;FT;02:45-03:00;14.35
L25;1;FT;03:00-03:15;14.25
L25;1;FT;03:15-03:30;14.175
L25;1;FT;03:30-03:45;14.15
L25;1;FT;03:45-04:00;14.125
L25;1;FT;04:00-04:15;14.1
L25;1;FT;04:15-04:30;14.125
L25;1;FT;04:30-04:45;14.2
L25;1;FT;04:45-05:00;14.35
L25;1;FT;05:00-05:15;14.625
L25;1;FT;05:15-05:30;15.125
L25;1;FT;05:30-05:45;15.925
L25;1;FT;05:45-06:00;17.125
L25;1;FT;06:00-06:15;18.825
L25;1;FT;06:15-06:30;21.025
L25;1;FT;06:30-06:45;23.7
L25;1;FT;06:45-07:00;26.85
L25;1;FT;07:00-07:15;30.475
L25;1;FT;07:15-07:30;34.45
L25;1;FT;07:30-07:45;38.75
L25;1;FT;07:45-08:00;43.3
L25;1;FT;08:00-08:15;47.925
L25;1;FT;08:15-08:30;52.15
L25;1;FT;08:30-08:45;55.35
L25;1;FT;08:45-09:00;56.975
L25;1;FT;09:00-09:15;56.6
L25;1;FT;09:15-09:30;54.65
L25;1;FT;09:30-09:45;51.65
L25;1;FT;09:45-10:00;48.175
L25;1;FT;10:00-10:15;44.725
L25;1;FT;10:15-10:30;41.75
L25;1;FT;10:30-10:45;39.525
L25;1;FT;10:45-11:00;38.45
L25;1;FT;11:00-11:15;38.65
L25;1;FT;11:15-11:30;39.55
L25;1;FT;11:30-11:45;40.375
L25;1;FT;11:45-12:00;40.3
L25;1;FT;12:00-12:15;38.8
L25;1;FT;12:15-12:30;36.35
L25;1;FT;12:30-12:45;33.6
L25;1;FT;12:45-13:00;31.25
L25;1;FT;13:00-13:15;29.85
L25;1;FT;13:15-13:30;29.225
L25;1;FT;13:30-13:45;29.025
L25;1;FT;13:45-14:00;28.95
L25;1;FT;14:00-14:15;28.7
L25;1;FT;14:15-14:30;28.3
L25;1;FT;14:30-14:45;27.825
L25;1;FT;14:45-15:00;27.325
L25;1;FT;15:00-15:15;26.875
L25;1;FT;15:15-15:30;26.525
L25;1;FT;15:30-15:45;26.35
L25;1;FT;15:45-16:00;26.4
L25;1;FT;16:00-16:15;26.725
L25;1;FT;16:15-16:30;27.45
L25;1;FT;16:30-16:45;28.6
L25;1;FT;16:45-17:00;30.325
L25;1;FT;17:00-17:15;32.675
L25;1;FT;17:15-17:30;35.6
L25;1;FT;17:30-17:45;39.025
L25;1;FT;17:45-18:00;42.85
L25;1;FT;18:00-18:15;46.95
L25;1;FT;18:15-18:30;51.025
L25;1;FT;18:30-18:45;54.625
L25;1;FT;18:45-19:00;57.425
L25;1;FT;19:00-19:15;59.05
L25;1;FT;19:15-19:30;59.35
L25;1;FT;19:30-19:45;58.225
L25;1;FT;19:45-20:00;55.575
L25;1;FT;20:00-20:15;51.425
L25;1;FT;20:15-20:30;46.375
L25;1;FT;20:30-20:45;41.175
L25;1;FT;20:45-21:00;36.6
L25;1;FT;21:00-21:15;33.15
L25;1;FT;21:15-21:30;30.75
L25;1;FT;21:30-21:45;29.075
L25;1;FT;21:45-22:00;27.8
L25;1;FT;22:00-22:15;26.65
L25;1;FT;22:15-22:30;25.525
L25;1;FT;22:30-22:45;24.4
L25;1;FT;22:45-23:00;23.15
L25;1;FT;23:00-23:15;21.8
L25;1;FT;23:15-23:30;20.4
L25;1;FT;23:30-23:45;19.125
L25;1;FT;23:45-00:00;18.075
L25;1;WT;00:00-00:15;18.1
L25;1;WT;00:15-00:30;17.35
L25;1;WT;00:30-00:45;16.725
L25;1;WT;00:45-01:00;16.2
L25;1;WT;01:00-01:15;15.8
L25;1;WT;01:15-01:30;15.475
L25;1;WT;01:30-01:45;15.25
L25;1;WT;01:45-02:00;15.05
L25;1;WT;02:00-02:15;14.9
L25;1;WT;02:15-02:30;14.8
L25;1;WT;02:30-02:45;14.7
L25;1;WT;02:45-03:00;14.6
L25;1;WT;03:00-03:15;14.475
L25;1;WT;03:15-03:30;14.35
L25;1;WT;03:30-03:45;14.225
L25;1;WT;03:45-04:00;14.125
L25;1;WT;04:00-04:15;14.075
L25;1;WT;04:15-04:30;14.075
L25;1;WT;04:30-04:45;14.15
L25;1;WT;04:45-05:00;14.35
L25;1;WT;05:00-05:15;14.7
L25;1;WT;05:15-05:30;15.225
L25;1;WT;05:30-05:45;15.95
L25;1;WT;05:45-06:00;16.9
L25;1;WT;06:00-06:15;18.125
L25;1;WT;06:15-06:30;19.75
L25;1;WT;06:30-06:45;21.925
L25;1;WT;06:45-07:00;24.775
L25;1;WT;07:00-07:15;28.4
L25;1;WT;07:15-07:30;32.625
L25;1;WT;07:30-07:45;37.225
L25;1;WT;07:45-08:00;41.925
L25;1;WT;08:00-08:15;46.45
L25;1;WT;08:15-08:30;50.425
L25;1;WT;08:30-08:45;53.4
L25;1;WT;08:45-09:00;54.875
L25;1;WT;09:00-09:15;54.625
L25;1;WT;09:15-09:30;52.9
L25;1;WT;09:30-09:45;50.2
L25;1;WT;09:45-10:00;47
L25;1;WT;10:00-10:15;43.75
L25;1;WT;10:15-10:30;40.85
L25;1;WT;10:30-10:45;38.625
L25;1;WT;10:45-11:00;37.525
L25;1;WT;11:00-11:15;37.675
L25;1;WT;11:15-11:30;38.525
L25;1;WT;11:30-11:45;39.35
L25;1;WT;11:45-12:00;39.375
L25;1;WT;12:00-12:15;38.05
L25;1;WT;12:15-12:30;35.8
L25;1;WT;12:30-12:45;33.175
L25;1;WT;12:45-13:00;30.8
L25;1;WT;13:00-13:15;29.125
L25;1;WT;13:15-13:30;28.125
L25;1;WT;13:30-13:45;27.575
L25;1;WT;13:45-14:00;27.325
L25;1;WT;14:00-14:15;27.2
L25;1;WT;14:15-14:30;27.125
L25;1;WT;14:30-14:45;27.1
L25;1;WT;14:45-15:00;27.1
L25;1;WT;15:00-15:15;27.075
L25;1;WT;15:15-15:30;27.075
L25;1;WT;15:30-15:45;27.15
L25;1;WT;15:45-16:00;27.325
L25;1;WT;16:00-16:15;27.65
L25;1;WT;16:15-16:30;28.275
L25;1;WT;16:30-16:45;29.35
L25;1;WT;16:45-17:00;31.025
L25;1;WT;17:00-17:15;33.425
L25;1;WT;17:15-17:30;36.5
L25;1;WT;17:30-17:45;40.125
L25;1;WT;17:45-18:00;44.225
L25;1;WT;18:00-18:15;48.625
L25;1;WT;18:15-18:30;52.875
L25;1;WT;18:30-18:45;56.525
L25;1;WT;18:45-19:00;59.05
L25;1;WT;19:00-19:15;60.1
L25;1;WT;19:15-19:30;59.675
L25;1;WT;19:30-19:45;57.875
L25;1;WT;19:45-20:00;54.875
L25;1;WT;20:00-20:15;50.85
L25;1;WT;20:15-20:30;46.225
L25;1;WT;20:30-20:45;41.525
L25;1;WT;20:45-21:00;37.275
L25;1;WT;21:00-21:15;33.9
L25;1;WT;21:15-21:30;31.3
L25;1;WT;21:30-21:45;29.325
L25;1;WT;21:45-22:00;27.8
L25;1;WT;22:00-22:15;26.525
L25;1;WT;22:15-22:30;25.425
L25;1;WT;22:30-22:45;24.425
L25;1;WT;22:45-23:00;23.4
L25;1;WT;23:00-23:15;22.275
L25;1;WT;23:15-23:30;21.15
L25;1;WT;23:30-23:45;20.025
L25;1;WT;23:45-00:00;19
L25;2;SA;00:00-00:15;18.475
L25;2;SA;00:15-00:30;18.25
L25;2;SA;00:30-00:45;18.15
L25;2;SA;00:45-01:00;18.075
L25;2;SA;01:00-01:15;17.875
L25;2;SA;01:15-01:30;17.6
L25;2;SA;01:30-01:45;17.275
L25;2;SA;01:45-02:00;16.9
L25;2;SA;02:00-02:15;16.55
L25;2;SA;02:15-02:30;16.2
L25;2;SA;02:30-02:45;15.85
L25;2;SA;02:45-03:00;15.525
L25;2;SA;03:00-03:15;15.175
L25;2;SA;03:15-03:30;14.85
L25;2;SA;03:30-03:45;14.575
L25;2;SA;03:45-04:00;14.35
L25;2;SA;04:00-04:15;14.225
L25;2;SA;04:15-04:30;14.2
L25;2;SA;04:30-04:45;14.25
L25;2;SA;04:45-05:00;14.35
L25;2;SA;05:00-05:15;14.55
L25;2;SA;05:15-05:30;14.8
L25;2;SA;05:30-05:45;15.125
L25;2;SA;05:45-06:00;15.525
L25;2;SA;06:00-06:15;16.025
L25;2;SA;06:15-06:30;16.85
L25;2;SA;06:30-06:45;18.225
L25;2;SA;06:45-07:00;20.375
L25;2;SA;07:00-07:15;23.475
L25;2;SA;07:15-07:30;27.35
L25;2;SA;07:30-07:45;31.725
L25;2;SA;07:45-08:00;36.35
L25;2;SA;08:00-08:15;40.95
L25;2;SA;08:15-08:30;45.25
L25;2;SA;08:30-08:45;48.9
L25;2;SA;08:45-09:00;51.65
L25;2;SA;09:00-09:15;53.225
L25;2;SA;09:15-09:30;53.65
L25;2;SA;09:30-09:45;53.025
L25;2;SA;09:45-10:00;51.4
L25;2;SA;10:00-10:15;48.975
L25;2;SA;10:15-10:30;46.25
L25;2;SA;10:30-10:45;43.85
L25;2;SA;10:45-11:00;42.375
L25;2;SA;11:00-11:15;42.225
L25;2;SA;11:15-11:30;42.825
L25;2;SA;11:30-11:45;43.375
L25;2;SA;11:45-12:00;43.075
L25;2;SA;12:00-12:15;41.35
L25;2;SA;12:15-12:30;38.625
L25;2;SA;12:30-12:45;35.5
L25;2;SA;12:45-13:00;32.65
L25;2;SA;13:00-13:15;30.525
L25;2;SA;13:15-13:30;29.025
L25;2;SA;13:30-13:45;27.9
L25;2;SA;13:45-14:00;26.85
L25;2;SA;14:00-14:15;25.725
L25;2;SA;14:15-14:30;24.55
L25;2;SA;14:30-14:45;23.5
L25;2;SA;14:45-15:00;22.7
L25;2;SA;15:00-15:15;22.225
L25;2;SA;15:15-15:30;22.05
L25;2;SA;15:30-15:45;22
L25;2;SA;15:45-16:00;22
L25;2;SA;16:00-16:15;21.975
L25;2;SA;16:15-16:30;22.125
L25;2;SA;16:30-16:45;22.725
L25;2;SA;16:45-17:00;24.075
L25;2;SA;17:00-17:15;26.375
L25;2;SA;17:15-17:30;29.45
L25;2;SA;17:30-17:45;33.175
L25;2;SA;17:45-18:00;37.275
L25;2;SA;18:00-18:15;41.6
L25;2;SA;18:15-18:30;45.85
L25;2;SA;18:30-18:45;49.75
L25;2;SA;18:45-19:00;53.025
L25;2;SA;19:00-19:15;55.375
L25;2;SA;19:15-19:30;56.55
L25;2;SA;19:30-19:45;56.225
L25;2;SA;19:45-20:00;54.2
L25;2;SA;20:00-20:15;50.325
L25;2;SA;20:15-20:30;45.325
L25;2;SA;20:30-20:45;40.075
L25;2;SA;20:45-21:00;35.425
L25;2;SA;21:00-21:15;32.075
L25;2;SA;21:15-21:30;29.825
L25;2;SA;21:30-21:45;28.3
L25;2;SA;21:45-22:00;27.1
L25;2;SA;22:00-22:15;25.925
L25;2;SA;22:15-22:30;24.7
L25;2;SA;22:30-22:45;23.475
L25;2;SA;22:45-23:00;22.225
L25;2;SA;23:00-23:15;21
L25;2;SA;23:15-23:30;19.825
L25;2;SA;23:30-23:45;18.75
L25;2;SA;23:45-00:00;17.825
L25;2;FT;00:00-00:15;17.075
L25;2;FT;00:15-00:30;16.5
L25;2;FT;00:30-00:45;16.075
L25;2;FT;00:45-01:00;15.75
L25;2;FT;01:00-01:15;15.525
L25;2;FT;01:15-01:30;15.35
L25;2;FT;01:30-01:45;15.2
L25;2;FT;01:45-02:00;15.05
L25;2;FT;02:00-02:15;14.875
L25;2;FT;02:15-02:30;14.7
L25;2;FT;02:30-02:45;14.5
L25;2;FT;02:45-03:00;14.35
L25;2;FT;03:00-03:15;14.25
L25;2;FT;03:15-03:30;14.175
L25;2;FT;03:30-03:45;14.15
L25;2;FT;03:45-04:00;14.125
L25;2;FT;04:00-04:15;14.1
L25;2;FT;04:15-04:30;14.125
L25;2;FT;04:30-04:45;14.2
L25;2;FT;04:45-05:00;14.35
L25;2;FT;05:00-05:15;14.625
L25;2;FT;05:15-05:30;15.125
L25;2;FT;05:30-05:45;15.925
L25;2;FT;05:45-06:00;17.125
L25;2;FT;06:00-06:15;18.825
L25;2;FT;06:15-06:30;21.025
L25;2;FT;06:30-06:45;23.7
L25;2;FT;06:45-07:00;26.85
L25;2;FT;07:00-07:15;30.475
L25;2;FT;07:15-07:30;34.45
L25;2;FT;07:30-07:45;38.75
L25;2;FT;07:45-08:00;43.3
L25;2;FT;08:00-08:15;47.925
L25;2;FT;08:15-08:30;52.15
L25;2;FT;08:30-08:45;55.35
L25;2;FT;08:45-09:00;56.975
L25;2;FT;09:00-09:15;56.6
L25;2;FT;09:15-09:30;54.65
L25;2;FT;09:30-09:45;51.65
L25;2;FT;09:45-10:00;48.175
L25;2;FT;10:00-10:15;44.725
L25;2;FT;10:15-10:30;41.75
L25;2;FT;10:30-10:45;39.525
L25;2;FT;10:45-11:00;38.45
L25;2;FT;11:00-11:15;38.65
L25;2;FT;11:15-11:30;39.55
L25;2;FT;11:30-11:45;40.375
L25;2;FT;11:45-12:00;40.3
L25;2;FT;12:00-12:15;38.8
L25;2;FT;12:15-12:30;36.35
L25;2;FT;12:30-12:45;33.6
L25;2;FT;12:45-13:00;31.25
L25;2;FT;13:00-13:15;29.85
L25;2;FT;13:15-13:30;29.225
L25;2;FT;13:30-13:45;29.025
L25;2;FT;13:45-14:00;28.95
L25;2;FT;14:00-14:15;28.7
L25;2;FT;14:15-14:30;28.3
L25;2;FT;14:30-14:45;27.825
L25;2;FT;14:45-15:00;27.325
L25;2;FT;15:00-15:15;26.875
L25;2;FT;15:15-15:30;26.525
L25;2;FT;15:30-15:45;26.35
L25;2;FT;15:45-16:00;26.4
L25;2;FT;16:00-16:15;26.725
L25;2;FT;16:15-16:30;27.45
L25;2;FT;16:30-16:45;28.6
L25;2;FT;16:45-17:00;30.325
L25;2;FT;17:00-17:15;32.675
L25;2;FT;17:15-17:30;35.6
L25;2;FT;17:30-17:45;39.025
L25;2;FT;17:45-18:00;42.85
L25;2;FT;18:00-18:15;46.95
L25;2;FT;18:15-18:30;51.025
L25;2;FT;18:30-18:45;54.625
L25;2;FT;18:45-19:00;57.425
L25;2;FT;19:00-19:15;59.05
L25;2;FT;19:15-19:30;59.35
L25;2;FT;19:30-19:45;58.225
L25;2;FT;19:45-20:00;55.575
L25;2;FT;20:00-20:15;51.425
L25;2;FT;20:15-20:30;46.375
L25;2;FT;20:30-20:45;41.175
L25;2;FT;20:45-21:00;36.6
L25;2;FT;21:00-21:15;33.15
L25;2;FT;21:15-21:30;30.75
L25;2;FT;21:30-21:45;29.075
L25;2;FT;21:45-22:00;27.8
L25;2;FT;22:00-22:15;26.65
L25;2;FT;22:15-22:30;25.525
L25;2;FT;22:30-22:45;24.4
L25;2;FT;22:45-23:00;23.15
L25;2;FT;23:00-23:15;21.8
L25;2;FT;23:15-23:30;20.4
L25;2;FT;23:30-23:45;19.125
L25;2;FT;23:45-00:00;18.075
L25;2;WT;00:00-00:15;18.1
L25;2;WT;00:15-00:30;17.35
L25;2;WT;00:30-00:45;16.725
L25;2;WT;00:45-01:00;16.2
L25;2;WT;01:00-01:15;15.8
L25;2;WT;01:15-01:30;15.475
L25;2;WT;01:30-01:45;15.25
L25;2;WT;01:45-02:00;15.05
L25;2;WT;02:00-02:15;14.9
L25;2;WT;02:15-02:30;14.8
L25;2;WT;02:30-02:45;14.7
L25;2;WT;02:45-03:00;14.6
L25;2;WT;03:00-03:15;14.475
L25;2;WT;03:15-03:30;14.35
L25;2;WT;03:30-03:45;14.225
L25;2;WT;03:45-04:00;14.125
L25;2;WT;04:00-04:15;14.075
L25;2;WT;04:15-04:30;14.075
L25;2;WT;04:30-04:45;14.15
L25;2;WT;04:45-05:00;14.35
L25;2;WT;05:00-05:15;14.7
L25;2;WT;05:15-05:30;15.225
L25;2;WT;05:30-05:45;15.95
L25;2;WT;05:45-06:00;16.9
L25;2;WT;06:00-06:15;18.125
L25;2;WT;06:15-06:30;19.75
L25;2;WT;06:30-06:45;21.925
L25;2;WT;06:45-07:00;24.775
L25;2;WT;07:00-07:15;28.4
L25;2;WT;07:15-07:30;32.625
L25;2;WT;07:30-07:45;37.225
L25;2;WT;07:45-08:00;41.925
L25;2;WT;08:00-08:15;46.45
L25;2;WT;08:15-08:30;50.425
L25;2;WT;08:30-08:45;53.4
L25;2;WT;08:45-09:00;54.875
L25;2;WT;09:00-09:15;54.625
L25;2;WT;09:15-09:30;52.9
L25;2;WT;09:30-09:45;50.2
L25;2;WT;09:45-10:00;47
L25;2;WT;10:00-10:15;43.75
L25;2;WT;10:15-10:30;40.85
L25;2;WT;10:30-10:45;38.625
L25;2;WT;10:45-11:00;37.525
L25;2;WT;11:00-11:15;37.675
L25;2;WT;11:15-11:30;38.525
L25;2;WT;11:30-11:45;39.35
L25;2;WT;11:45-12:00;39.375
L25;2;WT;12:00-12:15;38.05
L25;2;WT;12:15-12:30;35.8
L25;2;WT;12:30-12:45;33.175
L25;2;WT;12:45-13:00;30.8
L25;2;WT;13:00-13:15;29.125
L25;2;WT;13:15-13:30;28.125
L25;2;WT;13:30-13:45;27.575
L25;2;WT;13:45-14:00;27.325
L25;2;WT;14:00-14:15;27.2
L25;2;WT;14:15-14:30;27.125
L25;2;WT;14:30-14:45;27.1
L25;2;WT;14:45-15:00;27.1
L25;2;WT;15:00-15:15;27.075
L25;2;WT;15:15-15:30;27.075
L25;2;WT;15:30-15:45;27.15
L25;2;WT;15:45-16:00;27.325
L25;2;WT;16:00-16:15;27.65
L25;2;WT;16:15-16:30;28.275
L25;2;WT;16:30-16:45;29.35
L25;2;WT;16:45-17:00;31.025
L25;2;WT;17:00-17:15;33.425
L25;2;WT;17:15-17:30;36.5
L25;2;WT;17:30-17:45;40.125
L25;2;WT;17:45-18:00;44.225
L25;2;WT;18:00-18:15;48.625
L25;2;WT;18:15-18:30;52.875
L25;2;WT;18:30-18:45;56.525
L25;2;WT;18:45-19:00;59.05
L25;2;WT;19:00-19:15;60.1
L25;2;WT;19:15-19:30;59.675
L25;2;WT;19:30-19:45;57.875
L25;2;WT;19:45-20:00;54.875
L25;2;WT;20:00-20:15;50.85
L25;2;WT;20:15-20:30;46.225
L25;2;WT;20:30-20:45;41.525
L25;2;WT;20:45-21:00;37.275
L25;2;WT;21:00-21:15;33.9
L25;2;WT;21:15-21:30;31.3
L25;2;WT;21:30-21:45;29.325
L25;2;WT;21:45-22:00;27.8
L25;2;WT;22:00-22:15;26.525
L25;2;WT;22:15-22:30;25.425
L25;2;WT;22:30-22:45;24.425
L25;2;WT;22:45-23:00;23.4
L25;2;WT;23:00-23:15;22.275
L25;2;WT;23:15-23:30;21.15
L25;2;WT;23:30-23:45;20.025
L25;2;WT;23:45-00:00;19
L25;3;SA;00:00-00:15;18.26666666666667
L25;3;SA;00:15-00:30;17.95
L25;3;SA;00:30-00:45;17.766666666666666
L25;3;SA;00:45-01:00;17.608333333333334
L25;3;SA;01:00-01:15;17.358333333333334
L25;3;SA;01:15-01:30;17.058333333333334
L25;3;SA;01:30-01:45;16.716666666666665
L25;3;SA;01:45-02:00;16.35833333333333
L25;3;SA;02:00-02:15;16.033333333333335
L25;3;SA;02:15-02:30;15.725
L25;3;SA;02:30-02:45;15.424999999999999
L25;3;SA;02:45-03:00;15.133333333333333
L25;3;SA;03:00-03:15;14.833333333333334
L25;3;SA;03:15-03:30;14.541666666666666
L25;3;SA;03:30-03:45;14.308333333333332
L25;3;SA;03:45-04:00;14.125
L25;3;SA;04:00-04:15;14.033333333333333
L25;3;SA;04:15-04:30;14.025
L25;3;SA;04:30-04:45;14.091666666666667
L25;3;SA;04:45-05:00;14.200000000000001
L25;3;SA;05:00-05:15;14.375
L25;3;SA;05:15-05:30;14.583333333333334
L25;3;SA;05:30-05:45;14.866666666666667
L25;3;SA;05:45-06:00;15.216666666666667
L25;3;SA;06:00-06:15;15.674999999999999
L25;3;SA;06:15-06:30;16.475
L25;3;SA;06:30-06:45;17.883333333333336
L25;3;SA;06:45-07:00;20.141666666666666
L25;3;SA;07:00-07:15;23.433333333333337
L25;3;SA;07:15-07:30;27.53333333333333
L25;3;SA;07:30-07:45;32.1
L25;3;SA;07:45-08:00;36.81666666666667
L25;3;SA;08:00-08:15;41.35
L25;3;SA;08:15-08:30;45.43333333333334
L25;3;SA;08:30-08:45;48.74166666666667
L25;3;SA;08:45-09:00;51.03333333333333
L25;3;SA;09:00-09:15;52.05833333333334
L25;3;SA;09:15-09:30;51.94166666666666
L25;3;SA;09:30-09:45;50.86666666666667
L25;3;SA;09:45-10:00;49.00833333333333
L25;3;SA;10:00-10:15;46.61666666666667
L25;3;SA;10:15-10:30;44.13333333333333
L25;3;SA;10:30-10:45;42.06666666666667
L25;3;SA;10:45-11:00;40.90833333333333
L25;3;SA;11:00-11:15;40.975
L25;3;SA;11:15-11:30;41.708333333333336
L25;3;SA;11:30-11:45;42.358333333333334
L25;3;SA;11:45-12:00;42.15
L25;3;SA;12:00-12:15;40.550000000000004
L25;3;SA;12:15-12:30;37.975
L25;3;SA;12:30-12:45;34.99166666666667
L25;3;SA;12:45-13:00;32.266666666666666
L25;3;SA;13:00-13:15;30.224999999999998
L25;3;SA;13:15-13:30;28.774999999999995
L25;3;SA;13:30-13:45;27.666666666666668
L25;3;SA;13:45-14:00;26.625
L25;3;SA;14:00-14:15;25.483333333333334
L25;3;SA;14:15-14:30;24.308333333333334
L25;3;SA;14:30-14:45;23.258333333333336
L25;3;SA;14:45-15:00;22.46666666666667
L25;3;SA;15:00-15:15;22.03333333333333
L25;3;SA;15:15-15:30;21.891666666666666
L25;3;SA;15:30-15:45;21.891666666666666
L25;3;SA;15:45-16:00;21.925
L25;3;SA;16:00-16:15;21.90833333333333
L25;3;SA;16:15-16:30;22.025000000000002
L25;3;SA;16:30-16:45;22.525000000000002
L25;3;SA;16:45-17:00;23.691666666666666
L25;3;SA;17:00-17:15;25.7
L25;3;SA;17:15-17:30;28.441666666666666
L25;3;SA;17:30-17:45;31.799999999999997
L25;3;SA;17:45-18:00;35.583333333333336
L25;3;SA;18:00-18:15;39.64166666666667
L25;3;SA;18:15-18:30;43.675000000000004
L25;3;SA;18:30-18:45;47.39166666666667
L25;3;SA;18:45-19:00;50.48333333333333
L25;3;SA;19:00-19:15;52.64166666666667
L25;3;SA;19:15-19:30;53.67499999999999
L25;3;SA;19:30-19:45;53.36666666666667
L25;3;SA;19:45-20:00;51.57500000000001
L25;3;SA;20:00-20:15;48.20000000000001
L25;3;SA;20:15-20:30;43.85833333333333
L25;3;SA;20:30-20:45;39.25833333333333
L25;3;SA;20:45-21:00;35.11666666666667
L25;3;SA;21:00-21:15;32
L25;3;SA;21:15-21:30;29.78333333333333
L25;3;SA;21:30-21:45;28.166666666666668
L25;3;SA;21:45-22:00;26.866666666666664
L25;3;SA;22:00-22:15;25.641666666666666
L25;3;SA;22:15-22:30;24.425
L25;3;SA;22:30-22:45;23.225000000000005
L25;3;SA;22:45-23:00;21.991666666666664
L25;3;SA;23:00-23:15;20.758333333333333
L25;3;SA;23:15-23:30;19.558333333333334
L25;3;SA;23:30-23:45;18.458333333333332
L25;3;SA;23:45-00:00;17.516666666666666
L25;3;FT;00:00-00:15;16.78333333333333
L25;3;FT;00:15-00:30;16.224999999999998
L25;3;FT;00:30-00:45;15.824999999999998
L25;3;FT;00:45-01:00;15.516666666666666
L25;3;FT;01:00-01:15;15.283333333333333
L25;3;FT;01:15-01:30;15.083333333333334
L25;3;FT;01:30-01:45;14.908333333333331
L25;3;FT;01:45-02:00;14.741666666666667
L25;3;FT;02:00-02:15;14.566666666666668
L25;3;FT;02:15-02:30;14.408333333333331
L25;3;FT;02:30-02:45;14.241666666666667
L25;3;FT;02:45-03:00;14.125
L25;3;FT;03:00-03:15;14.049999999999999
L25;3;FT;03:15-03:30;14
L25;3;FT;03:30-03:45;13.991666666666667
L25;3;FT;03:45-04:00;13.975
L25;3;FT;04:00-04:15;13.941666666666668
L25;3;FT;04:15-04:30;13.941666666666668
L25;3;FT;04:30-04:45;13.991666666666665
L25;3;FT;04:45-05:00;14.125
L25;3;FT;05:00-05:15;14.375
L25;3;FT;05:15-05:30;14.858333333333334
L25;3;FT;05:30-05:45;15.641666666666666
L25;3;FT;05:45-06:00;16.816666666666666
L25;3;FT;06:00-06:15;18.491666666666664
L25;3;FT;06:15-06:30;20.666666666666668
L25;3;FT;06:30-06:45;23.349999999999998
L25;3;FT;06:45-07:00;26.541666666666668
L25;3;FT;07:00-07:15;30.258333333333336
L25;3;FT;07:15-07:30;34.325
L25;3;FT;07:30-07:45;38.65
L25;3;FT;07:45-08:00;43.06666666666666
L25;3;FT;08:00-08:15;47.39166666666667
L25;3;FT;08:15-08:30;51.18333333333334
L25;3;FT;08:30-08:45;53.949999999999996
L25;3;FT;08:45-09:00;55.199999999999996
L25;3;FT;09:00-09:15;54.6
L25;3;FT;09:15-09:30;52.550000000000004
L25;3;FT;09:30-09:45;49.55833333333334
L25;3;FT;09:45-10:00;46.166666666666664
L25;3;FT;10:00-10:15;42.85833333333333
L25;3;FT;10:15-10:30;40.03333333333333
L25;3;FT;10:30-10:45;37.98333333333333
L25;3;FT;10:45-11:00;37.05833333333334
L25;3;FT;11:00-11:15;37.38333333333333
L25;3;FT;11:15-11:30;38.391666666666666
L25;3;FT;11:30-11:45;39.31666666666667
L25;3;FT;11:45-12:00;39.375
L25;3;FT;12:00-12:15;38.03333333333333
L25;3;FT;12:15-12:30;35.74166666666667
L25;3;FT;12:30-12:45;33.108333333333334
L25;3;FT;12:45-13:00;30.791666666666668
L25;3;FT;13:00-13:15;29.308333333333337
L25;3;FT;13:15-13:30;28.53333333333333
L25;3;FT;13:30-13:45;28.15833333333333
L25;3;FT;13:45-14:00;27.941666666666666
L25;3;FT;14:00-14:15;27.633333333333336
L25;3;FT;14:15-14:30;27.241666666666664
L25;3;FT;14:30-14:45;26.816666666666666
L25;3;FT;14:45-15:00;26.400000000000002
L25;3;FT;15:00-15:15;26.03333333333333
L25;3;FT;15:15-15:30;25.741666666666664
L25;3;FT;15:30-15:45;25.575
L25;3;FT;15:45-16:00;25.55
L25;3;FT;16:00-16:15;25.708333333333332
L25;3;FT;16:15-16:30;26.175
L25;3;FT;16:30-16:45;27.05
L25;3;FT;16:45-17:00;28.474999999999998
L25;3;FT;17:00-17:15;30.549999999999997
L25;3;FT;17:15-17:30;33.233333333333334
L25;3;FT;17:30-17:45;36.458333333333336
